"id","part_number","name","price","currency_id"
788,39834,"Nokia 6600i Slide - клавиатура выбора функций меню в сборе (original), цвет: Black (X,F)",400,1
789,39833,"Nokia 6600i Slide - клавиатура выбора функций меню в сборе (original), цвет: Silver",450,1
790,39837,"Nokia 6600i Slide - клавиатура набора номера, алфавит: русский, английский (original), цвет: Silver",300,1
791,28430,"Nokia 6610i - клавиатура набор номера, русский, английск(original) цвет:Silver",100,1
792,28164,"Nokia 6630 - клавиша включения ""On, Off"" (original)",50,1
793,29634,"Nokia 6680, 6681 - клавиша включения ""On, Off""  (original)",100,1
794,37093,"Nokia 6700 Classic - клавиатура выбора функций меню (original), for: Matt Black, Silver Gloss, Bronz",300,1
795,41638,"Nokia 6700 Classic - клавиатура выбора функций меню (original), цвет: Gold",600,1
796,41642,"Nokia 6700 Classic - клавиатура выбора функций меню (original), цвет: Illuvial Pink",250,1
797,37288,"Nokia 6700 Classic - клавиатура набора номера, алфавит русский, англ (original), цвет: Silver Gloss",300,1
798,37289,"Nokia 6700 Classic - клавиатура набора номера, алфавит русский, английский (original) цвет Matt Black",450,1
799,41635,"Nokia 6700 Classic - клавиатура набора номера, алфавит: русский, англ (original), цвет: Matt Silve",300,1
800,41634,"Nokia 6700 Classic - клавиатура набора номера, алфавит: русский, английский (original), цвет: Bronze",300,1
801,41636,"Nokia 6700 Classic - клавиатура набора номера, алфавит: русский, английский (original), цвет: Gold",2200,1
802,41643,"Nokia 6700 Classic - клавиатура набора номера, алфавит: русский, английский (original), цвет: I. Pink",350,1
803,44510,"Nokia 6700 Slide - клавиатура выбора функций меню (original), цвет: Lime",,1
804,41134,"Nokia 6700 Slide - клавиатура выбора функций меню (original), цвет: Petrol",200,1
805,41133,"Nokia 6700 Slide - клавиатура выбора функций меню (original), цвет: Pink",150,1
806,44517,"Nokia 6700 Slide - клавиатура выбора функций меню (original), цвет: Purple",,1
807,44516,"Nokia 6700 Slide - клавиатура выбора функций меню (original), цвет: Red",,1
808,41132,"Nokia 6700 Slide - клавиатура выбора функций меню (original), цвет: Silver",200,1
809,41135,"Nokia 6700 Slide - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",200,1
810,38370,"Nokia 6710 Navigator - клавиатура выбора функций меню (original), цвет: Brown",350,1
811,38369,"Nokia 6710 Navigator - клавиатура выбора функций меню (original), цвет: Titanium",300,1
812,38372,"Nokia 6710 Navigator - клавиатура набора номера, алфавит: русский, английский, (original), цвет Titan",250,1
813,39814,"Nokia 6720 Classic - клавиатура набора номера, алфавит: рус, англ, (original), цвет: Brown",350,1
814,39813,"Nokia 6720 Classic - клавиатура набора номера, алфавит: рус, англ, (original), цвет: Grey",350,1
815,40552,"Nokia 6730 Classic - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",300,1
816,40553,"Nokia 6730 Classic - клавиатура набора номера, алфавит: русский, английский (original), цвет: White",300,1
817,40572,"Nokia 6760 Slide - клавиатура выбора функций меню (original), цвет: Black",300,1
818,40574,"Nokia 6760 Slide - клавиатура набора текста - внутренняя, алфавит: рус, англ (original), Black, Red",350,1
819,40573,"Nokia 6760 Slide - клавиатура набора текста - внутренняя, алфавит: рус, англ (original), Black, Yellow",300,1
820,40575,"Nokia 6760 Slide - клавиатура набора текста - внутренняя, алфавит: рус, англ (original), Ceramic Whit",400,1
821,40630,"Nokia 7020 - клавиатура набора номера с рамкой, алфавит: русский, англ (original), цвет: Graphite",300,1
822,40631,"Nokia 7020 - клавиатура набора номера с рамкой, алфавит: русский, англ (original), цвет: Hot Pink",300,1
823,35375,"Nokia 7070 Prism - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Black",150,1
824,36093,"Nokia 7100 Supernova - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",50,1
825,41672,"Nokia 7230 - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Graphite",200,1
826,41673,"Nokia 7230 - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Warm Silver",200,1
827,29987,"Nokia 7260 - клавиша включения ""On, Off"" (original), цвет:",50,1
828,35607,"Nokia 7310 Supernova - клавиатура набора номера, алфавит: русский, английский (original), цвет: Graph",120,1
829,36124,"Nokia 7510 Supernova - клавиатура набора номера, алфавит: русский, английский (original)",300,1
830,35610,"Nokia 7610 Supernova - клавиатура выбора функций меню (original), цвет: Gunmetal",50,1
831,35611,"Nokia 7610 Supernova - клавиатура выбора функций меню (original), цвет: White",150,1
832,35614,"Nokia 7610 Supernova - клавиатура набора номера, алфавит: рус, англ, (original), цвет Silver",50,1
833,28428,"Nokia 7650 - КлавиатураФункцМеню (original, Part N 9790535)",100,1
834,28451,"Nokia 7710 - комплект клавиатур п, п выбора функций меню телеф(original)Pearl White",100,1
835,28452,"Nokia 7710 - комплект клавиатур п, п выбора функций меню телефона (original 0265196), цвет: for Gray",100,1
836,35090,"Nokia 7900 Prism - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Burgundy",550,1
837,34844,"Nokia 7900 Prism - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Champagn",250,1
838,34239,"Nokia 8600 Luna - клавиша регулировки громкости звука (original) (F)",100,1
839,28433,"Nokia 8800 - клавиатура набора номера, алфавит: русский, английский (original) (X,F)",650,1
840,34584,"Nokia 8800 Arte - клавиатура выбора функций меню (original), цвет: Black (Н.П.)",550,1
841,34597,"Nokia 8800 Arte, 8800 S Arte - клавиатура набора номера,  русский (original), цвет: Black (Н.П.)",400,1
842,37268,"Nokia 8800 Gold Arte - клавиатура набора номера, алфавит: русский (original), цвет: Gold",500,1
843,34825,"Nokia 8800 Sapphire Arte - клавиатура выбора функций меню (original), цвет: Black (Н.П.)",1100,1
844,34814,"Nokia 8800 Sapphire Arte - клавиатура набора номера, алфавит: русский (original), цвет: Brown (Н.П.)",450,1
845,18276,"Nokia 8800 Sirocco - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",500,1
846,35243,"Nokia 8800 Sirocco - клавиатура набора номера, алфавит: русский, английский (original), цвет: Gold",700,1
847,18280,"Nokia 8800 Sirocco - клавиатура набора номера, русский (original), цв: Queen White",550,1
848,27404,"Nokia 8910, 8910i - клавиша включения ""On, Off"" (original)",50,1
849,28506,"Nokia 9300 - клавиатура набор номера - внешняя, (original)",100,1
850,44391,"Nokia C1-01 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",80,1
851,44392,"Nokia C1-01 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Silver",80,1
852,44403,"Nokia C1-02 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",50,1
853,45306,"Nokia C2-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Snow White",250,1
854,45296,"Nokia C2-00 - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Jet Black",250,1
855,44572,"Nokia C2-01 - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Black",250,1
856,44573,"Nokia C2-01 - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Silver",250,1
857,45343,"Nokia C2-03 TaT - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",250,1
858,45342,"Nokia C2-03 TaT - клавиатура набора номера, алфавит: русский, английский (original), цвет: Light Gold",250,1
859,45340,"Nokia C2-03 Touch and Type - клавиатура выбора функций меню в сборе (original), цвет: Black",800,1
860,45341,"Nokia C2-03 Touch and Type - клавиатура выбора функций меню в сборе (original), цвет: White",840,1
861,45951,"Nokia C2-05 - клавиатура выбора функций меню (original)",,1
862,45943,"Nokia C2-05 - клавиатура набора номера, алфавит: русский, английский (original)",,1
863,45171,"Nokia C3-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",300,1
864,43188,"Nokia C3-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Gold",350,1
865,45172,"Nokia C3-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Green",,1
866,43189,"Nokia C3-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Pink",350,1
867,43190,"Nokia C3-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Slate",350,1
868,44216,"Nokia C3-01 TaT - клавиатура набора номера, алфавит: русский, английский (original), цвет: Khaki Gold",300,1
869,44214,"Nokia C3-01 TaT - клавиатура набора номера, алфавит: русский, английский (original), цвет: Silver",300,1
870,44215,"Nokia C3-01 TaT - клавиатура набора номера, алфавит: русский, английский (original), цвет: Warm Grey",300,1
871,45545,"Nokia C3-01.5 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Real Gold",300,1
872,45295,"Nokia C5-00.2 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",400,1
873,42150,"Nokia C5-00, C5-00.2 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Grey",350,1
874,42151,"Nokia C5-00, C5-00.2 - клавиатура набора номера, алфавит: русский, английский (original), цвет: White",350,1
875,44446,"Nokia C5-03 - клавиатура выбора функций меню (original), цвет: Lenny Lilac",150,1
876,44193,"Nokia C5-03 - клавиатура выбора функций меню (original), цвет: Lime Green",150,1
877,44194,"Nokia C5-03 - клавиатура выбора функций меню (original), цвет: Petrol Blue",150,1
878,44447,"Nokia C5-03 - клавиатура выбора функций меню (original), цвет: Silver, White",100,1
879,44192,"Nokia C5-03, C5-06 - клавиатура выбора функций меню (original), цвет: Graphite Black",100,1
880,45933,"Nokia C5-06 - клавиатура выбора функций меню (original), цвет: Red",,1
881,43224,"Nokia C6-00 - клавиатура выбора функций меню (original), цвет: Black",200,1
882,43220,"Nokia C6-00 - клавиатура набора текста - внутренняя, русский, английский (original), цвет: Black",550,1
883,43219,"Nokia C6-00 - клавиатура набора текста - внутренняя, русский, английский (original), цвет: White",550,1
884,43223,"Nokia C6-00, C6-01 - клавиатура выбора функций меню (original), цвет: White",200,1
885,44260,"Nokia C6-01 - клавиатура выбора функций меню (original), цвет: Black",250,1
886,44261,"Nokia C6-01 - клавиатура выбора функций меню (original), цвет: Silver",150,1
887,43822,"Nokia C7-00 - клавиатура выбора функций меню (original)",250,1
888,45867,"Nokia C7-00s Oro - клавиатура выбора функций меню (original), цвет: Black",,1
889,45868,"Nokia C7-00s Oro - клавиатура выбора функций меню (original), цвет: White",,1
890,43423,"Nokia E5-00 - клавиатура набора номера, алфавит: русский, английский (original),  цвет: Black",600,1
891,43424,"Nokia E5-00 - клавиатура набора номера, алфавит: русский, английский (original),  цвет: White",600,1
892,35101,"Nokia E51 - клавиатура набора номера, алфавит: рус, англ (original), цвет Black",300,1
893,43637,"Nokia E52 - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Black",650,1
894,38784,"Nokia E52 - клавиатура набора номера, алфавит: русский, английский, (original), цвет: Metal",650,1
895,43638,"Nokia E52 - клавиатура набора номера, алфавит: русский, английский, (original), цвет: White",650,1
896,45130,"Nokia E6-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",550,1
897,45131,"Nokia E6-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Silver",550,1
898,45132,"Nokia E6-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: White",550,1
899,34244,"Nokia E61i - клавиатура набора номера и функций меню, алфавит: русский, английский (original)",500,1
900,35713,"Nokia E63 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Ruby",650,1
901,35712,"Nokia E63 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Ultramarine Blue",400,1
902,42528,"Nokia E65 -  клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",250,1
903,34260,"Nokia E65 -  клавиатура набора номера, алфавит: русский, английский (original), цвет: Silver",300,1
904,42529,"Nokia E65 - клавиатура выбора функций меню (original), цвет: Black",250,1
905,33760,"Nokia E65 - клавиатура выбора функций меню (original), цвет: Silver",250,1
906,35212,"Nokia E66 - клавиатура выбора функций меню (original), цвет: Grey Steel",300,1
907,43605,"Nokia E66 - клавиатура выбора функций меню (original), цвет: White Steel",300,1
908,35217,"Nokia E66 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Grey Steel",300,1
909,43604,"Nokia E66 - клавиатура набора номера, алфавит: русский, английский (original), цвет: White Steel",250,1
910,43997,"Nokia E66 - клавиша камеры (original), цвет: White Steel",100,1
911,45629,"Nokia E66 - клавиша регулировки громкости (original), цвет: Grey Steel",100,1
912,43998,"Nokia E66 - клавиша регулировки громкости (original), цвет: White Steel",100,1
913,44599,"Nokia E7-00 - клавиатура набора текста - внутренняя, русский, английский (original), цвет: Blue",900,1
914,44600,"Nokia E7-00 - клавиатура набора текста - внутренняя, русский, английский (original), цвет: Dark Grey",850,1
915,37263,"Nokia E71 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",550,1
916,35224,"Nokia E71 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Grey",450,1
917,35225,"Nokia E71 - клавиатура набора номера, алфавит: русский, английский (original), цвет: White",450,1
918,45319,"Nokia E71 - клавиша включения ""On, Off"" (original)",50,1
919,45322,"Nokia E71 - клавиша регулировки громкости (original), цвет: Black Steel",100,1
920,45321,"Nokia E71 - клавиша регулировки громкости (original), цвет: Grey Steel",100,1
921,45320,"Nokia E71 - клавиша регулировки громкости (original), цвет: White Steel",100,1
922,39442,"Nokia E72 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Metal",700,1
923,42812,"Nokia E72 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Topaz",550,1
924,42820,"Nokia E72 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Zircon",550,1
925,39441,"Nokia E72 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Zodium",700,1
926,37290,"Nokia E75 - клавиатура набора номера, алфавит: русский, англ (original), цвет: Red",500,1
927,36826,"Nokia E75 - клавиатура набора номера, алфавит: русский, англ (original), цвет: Zodium (Silv. Black)",550,1
928,37291,"Nokia E75 - клавиатура набора текста - внутренняя, русский, англ (original), цвет: Red (X)",700,1
929,36831,"Nokia E75 - клавиатура набора текста - внутренняя, русский, англ (original), цвет: Zodium (Silv. Blac",700,1
930,35117,"Nokia E90 - клавиатура набора номера, алфавит: русский, английский (original)",400,1
931,35124,"Nokia E90 - клавиатура набора текста - внутренняя, алфавит: русский, английский (original)",750,1
932,32783,"Nokia N71 - клавиатура выбора функций меню, (original),",100,1
933,32974,"Nokia N72 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",450,1
934,37648,"Nokia N73 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",350,1
935,27191,"Nokia N73 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Silver",350,1
936,26043,"Nokia N73 - клавиатура набора номера, алфавит: русский, английский (original), цвет: White",400,1
937,33977,"Nokia N76 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Blue",450,1
938,34457,"Nokia N76 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Red",500,1
939,35457,"Nokia N78 - модуль клавиатуры (original)",2000,1
940,43347,"Nokia N79 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Petrol Black",400,1
941,35738,"Nokia N79 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Seal Grey",400,1
942,35739,"Nokia N79 - клавиатура набора номера, алфавит: русский, английский (original), цвет: White",450,1
943,18270,"Nokia N80 - клавиша крышки АКБ (original)",50,1
944,43882,"Nokia N81, N81 8Гб - клавиатура выбора функций меню (original), цвет: Black, Blue",250,1
945,34759,"Nokia N81, N81 8Гб - клавиатура выбора функций меню (original), цвет: Black, Warm Silver",250,1
946,34761,"Nokia N81, N81 8Гб - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",300,1
947,43875,"Nokia N81, N81 8Гб - клавиши Gaming-Key (original)",100,1
948,35281,"Nokia N82 - модуль клавиатуры (original), цвет: Black (A)",650,1
949,35280,"Nokia N82 - модуль клавиатуры (original), цвет: Silver (F)",950,1
950,35554,"Nokia N85 -  клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",200,1
951,35551,"Nokia N85 - клавиатура выбора функций меню (original), цвет: Black",300,1
952,37465,"Nokia N86 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",300,1
953,37467,"Nokia N86 - клавиатура набора номера, алфавит: русский, английский (original), цвет: White",250,1
954,39603,"Nokia N900 - клавиатура набора текста - внутренняя, русский, английский (original), цвет: Black",300,1
955,26320,"Nokia N93 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Grey",50,1
956,35773,"Nokia N95 - клавиатура выбора функций меню (original)",300,1
957,35476,"Nokia N95 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Copper",300,1
958,33758,"Nokia N95 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Silver",250,1
959,35481,"Nokia N95 8Гб - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",300,1
960,35665,"Nokia N96 - клавиатура выбора функций меню (original), цвет: Black",350,1
961,35549,"Nokia N96 - клавиатура набора номера, русский, английский (original), цвет: Black",400,1
962,35666,"Nokia N96 - клавиатура управления MP3-проигрывателем (original), цвет: Black",200,1
963,37118,"Nokia N97 - клавиатура набора текста - внутренняя, русский, английский (original), цвет: Black",500,1
964,37119,"Nokia N97 - клавиатура набора текста - внутренняя, русский, английский (original), цвет: White",700,1
965,39401,"Nokia N97 Mini - клавиатура набора текста - внутренняя, русский, английский (original), цвет: Black",600,1
966,39403,"Nokia N97 Mini - клавиатура набора текста - внутренняя, русский, английский (original), цвет: White",650,1
967,45164,"Nokia X1-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",300,1
968,45163,"Nokia X1-01 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",250,1
969,43168,"Nokia X2-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",250,1
970,43169,"Nokia X2-00 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Silver",250,1
971,45148,"Nokia X2-01 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Black",350,1
972,39363,"Nokia X3 - клавиатура выбора функций меню (original), цвет: Black",150,1
973,43756,"Nokia X3-02 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Dark Metal",250,1
974,45208,"Nokia X3-02 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Lilac",200,1
975,43757,"Nokia X3-02 - клавиатура набора номера, алфавит: русский, английский (original), цвет: Petrol Blue",250,1
976,43758,"Nokia X3-02 - клавиатура набора номера, алфавит: русский, английский (original), цвет: White",250,1
977,39329,"Nokia X6, X6 16Gb, X6 8Gb - клавиатура выбора функций меню (original), цвет: Black",100,1
978,45005,"Nokia X7-00 - клавиша Home (original)",150,1
979,44991,"Nokia X7-00 - клавиша камеры (original), цвет: Gun Metal",150,1
980,44990,"Nokia X7-00 - клавиша камеры (original), цвет: Silver",150,1
981,44989,"Nokia X7-00 - клавиша регулировки громкости звука (original), цвет: Gun Metal",150,1
982,44988,"Nokia X7-00 - клавиша регулировки громкости звука (original), цвет: Silver",150,1
983,45947,"Nokia 303 Asha - мембрана клавиатуры набора номера (original)",,1
984,35847,"Nokia 5310 - подклавиатурная плата в сборе защитным стеклом и динамиком (original), цвет: Black",850,1
985,35156,"Nokia 5320 XpressMusic - подклавиатурная плата с мембраной и подсветкой в сборе (original)",600,1
986,32792,"Nokia 5500 - подклавиатурная плата c мембраной и подсветкой (original)",100,1
987,38683,"Nokia 5530 XpressMusic - подклавиатурная плата выбора функций меню с аудио разъемом (original)",200,1
988,34811,"Nokia 5610 - подклавиатурная плата набора номера (original)",250,1
989,43195,"Nokia 5730 - подклавиатурная плата в сборе со шлейфом межплатным и видеокамерой (original)",1500,1
990,35810,"Nokia 5800 XM, 5800 Navi - подклавиатурная плата выбора функции меню с площадкой дисплея (original)",300,1
991,36905,"Nokia 6120 Classic - подклавиатурная плата в сборе c установочной рамкой и динамиком (original)",350,1
992,36078,"Nokia 6220 Classic - подклавиатурная плата c мембраной и подсветкой (original) (X)",150,1
993,22974,"Nokia 6233 - подклавиатурная плата c мембраной и подсветкой (original)",150,1
994,33998,"Nokia 6267 - подклавиатурная плата внешней клавиатуры (original)",50,1
995,34770,"Nokia 6500 Classic - подклавиатурная плата набора номера с микрофоном (original)",150,1
996,37095,"Nokia 6700 Classic - подклавиатурная плата набора номера в сборе (original)",950,1
997,39818,"Nokia 6720 Classic - подклавиатурная плата набора номера (original)",400,1
998,40554,"Nokia 6730 Classic - подклавиатурная плата набора номера (original)",350,1
999,45976,"Nokia 710 Lumia - мембрана клавиатуры выбора меню (original)",,1
1000,35848,"Nokia 7310 Supernova - подклавиатурная плата набора номера c динамиком (original) (X)",250,1
1001,34846,"Nokia 7900 - подклавиатурная плата набора номера с микрофоном (original) (X,F)",350,1
1002,34231,"Nokia 8600 Luna - подклавиатурная плата с мембраной (original)",950,1
1003,45303,"Nokia C2-00 - мембрана клавиатуры набора номера (original)",,1
1004,45946,"Nokia C2-05 - мембрана клавиатуры набора номера (original)",,1
1005,44218,"Nokia C3-01 Touch and Type - подклавиатурная плата набора номера в сборе (original)",650,1
1006,45324,"Nokia C3-01 Touch and Type - считыватель Sim-карты и Flash-карты  в сборе (original)",650,1
1007,42153,"Nokia C5-00, C5-00.2 - подклавиатурная плата набора номера с рамкой дисплея и динамиком (original)",850,1
1008,43234,"Nokia C6-00 - мембрана клавиатуры набора текста (original)",100,1
1009,45051,"Nokia C6-00 - подклавиатурная плата внешней клавиатуры в сборе с механизмом смещения (original)",1700,1
1010,43821,"Nokia C7-00 - подклавиатурная плата выбора функции меню (original)",1700,1
1011,45874,"Nokia C7-00s Oro - подклавиатурная плата выбора функции меню в сборе (original)",,1
1012,36777,"Nokia E51 - подклавиатурная плата c мембраной и подсветкой (original)",300,1
1013,38786,"Nokia E52 - подклавиатурная плата в cборе с динамиком и рамкой дисплея (original)",800,1
1014,39431,"Nokia E55 - подклавиатурная плата в cборе с динамиком и рамкой дисплея (original)",300,1
1015,45110,"Nokia E6-00 - подклавиатурная плата в сборе (original), цвет: Black",3200,1
1016,45113,"Nokia E6-00 - подклавиатурная плата в сборе (original), цвет: Silver",3200,1
1017,45116,"Nokia E6-00 - подклавиатурная плата в сборе (original), цвет: White",3200,1
1018,35715,"Nokia E63 - подклавиатурная плата на подложке (original)",700,1
1019,33749,"Nokia E65 - подклавиатурная плата клавиатуры набора номера (original)",1050,1
1020,32905,"Nokia E70 - подклавиатурная плата c мембраной и подсветкой - двухсторонняя (original)",150,1
1021,35229,"Nokia E71 - подклавиатурная плата набора номера с установочной площакой дисплея, динамиком(original)",650,1
1022,39443,"Nokia E72 - подклавиатурная плата с динамиком на подложке дисплея (original)",950,1
1023,36829,"Nokia E75 - подклавиатурная плата набора номера с видеокамерой (original)",1200,1
1024,33598,"Nokia N76 - подклавиатурная плата клавиатуры управления MP3 - проигрывателя (original)",1100,1
1025,34009,"Nokia N76 - подклавиатурная плата набора номера (original)",1750,1
1026,42258,"Nokia N78 - подклавиатурная плата в сборе с  модулем клавиатуры (original)",2000,1
1027,35741,"Nokia N79 - подклавиатурная плата в сборе с  джойстиком управления меню (original)",750,1
1028,32903,"Nokia N80 - подклавиатурная плата c мембраной и подсветкой клавиатуры упр. меню (original)",100,1
1029,34884,"Nokia N81, N81 8Гб - подклавиатурная плата c мембраной (original)",300,1
1030,45151,"Nokia X2-01 - мембрана клавиатуры набора номера (original)",,1
1031,43763,"Nokia X3-02 Touch and Type - подклавиатурная плата набора номера в сборе (original)",550,1
1032,39331,"Nokia X6, X6 16Gb - подклавиатурная плата в сборе (original)",400,1
1033,45003,"Nokia X7-00 - подклавиатурная плата в сборе (original)",,1
1034,45585,"Nokia - светодиод подсветки (DI 30V IF 0.2A IFSM 3A IR 10UA, original)",5,1
1035,45413,"Nokia - светодиод подсветки (DI DUAL ARRAY 16.5V 10PF BGA4, original)",50,1
1036,45412,"Nokia - светодиод подсветки (DI ZEN 5V6 2% 275PF SOD882, original)",50,1
1037,35463,"Nokia - светодиод подсветки (LED BLUE 26MCD 5MA 0603, original)",50,1
1038,22800,"Nokia - светодиод подсветки (LED SML-512MWT86 min14mcd, original)",50,1
1039,41142,"Nokia 6700 Slide - светодиод подсветки (LED WHITE 200MCD 5MA 90DEG, original)",50,1
1040,38902,"Nokia 2720 Fold - микровыключатель ""On, Off"" (4-х контактные, original)",100,1
1041,45703,"Nokia 300 Asha - микровыключатель ""On, Off"" (original)",50,1
1042,36029,"Nokia 3120 Classic, 3720 - микровыключатель ""On, Off"" (original)",100,1
1043,28207,"Nokia 3120, 3200, 3220, 3230, 6020, 6021, 6030, 6101, 6103 - микровыключатель ""On, Off"" (original)",50,1
1044,45684,"Nokia 500 - микровыключатель боковых клавиш (original)",50,1
1045,35694,"Nokia 5000, 5130 XM, 5228, 5230 XM, 5235, 5800 XM, 5800 Navi - микровыключатель On, Off (original)",50,1
1046,29736,"Nokia 5140, 5140i, 5200, 5300 - микровыключатель ""On, Off"" (4-х контактные, original)",100,1
1047,35811,"Nokia 5228, 5230, 5235, 5520, 5800 XpressMusic, 5800 Nav - переключатель блокировки клавиатуры (original)",100,1
1048,34918,"Nokia 5228, 5230, 5235, 5530, 5630, 5700, 5800 XM, 5800 Navi - микровыключатель боковых клавиш (original)",50,1
1049,43795,"Nokia 5250 - микровыключатель ""On, Off""  (original)",,1
1050,43794,"Nokia 5250 - переключатель блокировки клавиатуры (original)",100,1
1051,36038,"Nokia 5320 XpressMusic- микровыключатель ""On, Off""  (original)",50,1
1052,42302,"Nokia 5330 - переключатель блокировки клавиатуры (original)",50,1
1053,35706,"Nokia 5530 XM, 5800 XM, 5800 Navi - микровыключатель ""On, Off"" видеокамеры (original)",100,1
1054,34746,"Nokia 5610 - джойстик управления меню (original)",350,1
1055,30058,"Nokia 6111, 6120 Classic, 6220 Classic, 6720 Classic - микровыключатель ""On, Off""  (original)",50,1
1056,36030,"Nokia 6111, 6151, 6220 Classic, 6233, 6280, 6288, 6300, 6500 Slide - микровыключатель ""On, Off"" (original)",100,1
1057,36041,"Nokia 6210 Navigator, 6730 Classic - микровыключатель боковых клавиш (original)",50,1
1058,32194,"Nokia 6260 - микровыключатель MMS карты (original)",50,1
1059,34920,"Nokia 6500 Slide - микровыключатель ""On, Off"" видеокамеры (original)",50,1
1060,35602,"Nokia 6600 Fold - микровыключатель ""On, Off"" (original)",50,1
1061,41143,"Nokia 6700 Slide - микровыключатель ""On, Off"" видеокамеры (original)",100,1
1062,36097,"Nokia 7100 Supernova, 7270, 7360 - микровыключатель ""On, Off"" (original)",50,1
1063,32193,"Nokia 7650 - микровыключатель ""On, Off"" (original)",50,1
1064,32531,"Nokia 8800 - микровыключатель ""On, Off"" в сборе с внутренней антенной (original)",500,1
1065,34934,"Nokia 8800 Sirocco - микровыключатель ""On, Off"" в сборе с внутренней антенной (original)",100,1
1066,44203,"Nokia C2-03 TaT, C3-01 TaT, C5-03, - микровыключатель боковых клавиш (original)",50,1
1067,45624,"Nokia C2-03 Touch and Type - переключатель блокировки клавиатуры (original)",,1
1068,43241,"Nokia C6-00 - микровыключатель ""On, Off"" (original)",50,1
1069,43240,"Nokia C6-00 - микровыключатель ""On, Off"" видеокамеры (original)",100,1
1070,44268,"Nokia C6-01 - переключатель блокировки клавиатуры (original)",100,1
1071,43833,"Nokia C7-00, C7-00s Oro - микровыключатель ""On, Off"" (original)",100,1
1072,35460,"Nokia E50 - джойстик управления меню (6 pin, original)",50,1
1073,35461,"Nokia E50 - джойстик управления меню (original)",50,1
1074,36031,"Nokia E50, E60 - микровыключатель ""On, Off"" (original)",100,1
1075,43427,"Nokia E5-00 - микровыключатель ""On, Off"" (original)",50,1
1076,45129,"Nokia E6-00 - переключатель блокировки клавиатуры (original)",100,1
1077,32899,"Nokia E61 - джойстик управления меню (original)",50,1
1078,34173,"Nokia E61 - кнопка джойстика пластиковая (original)",50,1
1079,44588,"Nokia E7-00 - переключатель блокировки экрана (original)",,1
